customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
1669,39,Male,Sweater,Clothing,69,New Jersey,XL,Lavender,Winter,5.0,Yes,Standard,Yes,24,PayPal,Monthly,Adult,30
3714,48,Male,Boots,Footwear,45,West Virginia,XL,Turquoise,Summer,4.0,Yes,Free Shipping,Yes,42,Credit Card,Weekly,Middle Aged,7
2304,40,Male,Shoes,Footwear,44,Connecticut,M,Yellow,Summer,5.0,Yes,Express,Yes,48,PayPal,Weekly,Adult,7
2046,43,Male,Dress,Clothing,92,Indiana,S,Peach,Summer,3.0,No,Free Shipping,Yes,21,Debit Card,Weekly,Adult,7
2367,28,Male,Shorts,Clothing,63,Nevada,XL,Black,Spring,4.0,No,2-Day Shipping,Yes,39,Debit Card,Monthly,Young Adult,30
943,63,Male,Hat,Accessories,38,Illinois,L,Black,Fall,4.0,No,Free Shipping,Yes,46,PayPal,Bi-Weekly,Senior,14
2721,65,Female,Boots,Footwear,93,Montana,XL,Red,Winter,5.0,Yes,Express,Yes,38,PayPal,Annually,Senior,365
3552,39,Female,Socks,Clothing,67,Massachusetts,M,Blue,Summer,5.0,No,Free Shipping,Yes,3,Credit Card,Weekly,Adult,7
2897,18,Female,Scarf,Accessories,67,Minnesota,S,Violet,Winter,5.0,No,Free Shipping,No,10,Gift Card,Bi-Weekly,Young Adult,14
2332,41,Female,Shirt,Clothing,28,Vermont,L,Charcoal,Fall,3.0,No,2-Day Shipping,Yes,20,Gift Card,Monthly,Adult,30
3635,21,Female,T-shirt,Clothing,47,Maryland,M,Cyan,Summer,4.0,No,Express,Yes,44,Credit Card,Monthly,Young Adult,30
3340,56,Female,Hat,Accessories,53,Kansas,M,Black,Spring,5.0,Yes,Free Shipping,Yes,9,Credit Card,Annually,Middle Aged,365
2829,56,Female,Blouse,Clothing,31,Maine,S,Pink,Spring,5.0,No,Express,Yes,33,Credit Card,Monthly,Middle Aged,30
1989,19,Male,Coat,Outerwear,70,Arkansas,L,Purple,Fall,4.0,No,Standard,Yes,19,Credit Card,Bi-Weekly,Young Adult,14
1841,44,Female,Jewelry,Accessories,75,Nebraska,XL,Violet,Winter,3.0,No,Free Shipping,No,11,Debit Card,Monthly,Adult,30
3711,39,Male,Jewelry,Accessories,55,Louisiana,L,Brown,Fall,4.0,No,2-Day Shipping,Yes,27,Credit Card,Weekly,Adult,7
734,23,Male,Backpack,Accessories,72,South Dakota,S,Violet,Winter,3.0,No,Store Pickup,Yes,17,PayPal,Bi-Weekly,Young Adult,14
2392,49,Female,Boots,Footwear,48,Missouri,M,Brown,Spring,5.0,No,Free Shipping,Yes,7,Debit Card,Weekly,Middle Aged,7
1986,21,Male,Gloves,Accessories,72,Massachusetts,S,Brown,Spring,4.0,No,Free Shipping,Yes,37,Credit Card,Bi-Weekly,Young Adult,14
2501,36,Male,Jewelry,Accessories,78,Arkansas,XL,Cyan,Summer,4.0,No,Express,Yes,33,Gift Card,Monthly,Adult,30
2060,63,Female,Blouse,Clothing,82,New Jersey,L,Silver,Fall,5.0,No,Free Shipping,Yes,2,Debit Card,Monthly,Senior,30
397,36,Female,Pants,Clothing,34,Washington,L,Silver,Summer,5.0,Yes,Express,Yes,34,Credit Card,Weekly,Adult,7
1722,54,Male,Pants,Clothing,38,Wyoming,XL,Gold,Winter,5.0,No,Express,Yes,36,Credit Card,Weekly,Middle Aged,7
3676,29,Male,Coat,Outerwear,60,Texas,XL,Teal,Winter,5.0,No,2-Day Shipping,Yes,23,Credit Card,Monthly,Young Adult,30
3758,24,Female,T-shirt,Clothing,75,Arizona,M,White,Winter,5.0,No,Express,Yes,48,Debit Card,Monthly,Young Adult,30
2125,61,Female,Socks,Clothing,97,Maryland,XL,Magenta,Winter,1.0,No,2-Day Shipping,Yes,33,Credit Card,Monthly,Senior,30
2582,57,Male,Hoodie,Clothing,41,Hawaii,S,Gray,Winter,3.0,No,Express,Yes,47,Credit Card,Weekly,Middle Aged,7
2478,70,Male,Sunglasses,Accessories,89,South Dakota,S,Yellow,Summer,3.0,No,Free Shipping,No,45,PayPal,Monthly,Senior,30
118,26,Female,Hoodie,Clothing,41,South Carolina,S,Violet,Summer,4.0,Yes,Free Shipping,No,42,Debit Card,Weekly,Young Adult,7
3203,26,Male,Socks,Clothing,97,Alabama,S,Maroon,Fall,3.0,No,Express,Yes,41,Debit Card,Weekly,Young Adult,7
2970,54,Male,T-shirt,Clothing,87,Mississippi,M,Yellow,Summer,4.0,No,Express,No,40,Credit Card,Monthly,Middle Aged,30
1875,67,Male,Shirt,Clothing,67,Florida,L,Teal,Winter,1.0,Yes,Express,No,19,Debit Card,Annually,Senior,365
3690,18,Male,Blouse,Clothing,74,Pennsylvania,L,Green,Winter,5.0,No,Free Shipping,No,40,Debit Card,Bi-Weekly,Young Adult,14
2106,68,Female,T-shirt,Clothing,67,Rhode Island,XL,Red,Spring,4.0,No,Standard,Yes,14,Debit Card,Monthly,Senior,30
1853,49,Male,Boots,Footwear,54,Wyoming,S,Charcoal,Winter,4.0,Yes,Free Shipping,Yes,37,Debit Card,Annually,Middle Aged,365
1325,29,Male,Jewelry,Accessories,97,Nebraska,XL,Black,Summer,4.0,Yes,Express,Yes,40,PayPal,Monthly,Young Adult,30
1850,40,Female,Sandals,Footwear,30,Louisiana,XL,Maroon,Winter,5.0,Yes,Free Shipping,No,36,Debit Card,Monthly,Adult,30
3470,22,Female,Blouse,Clothing,24,Idaho,XL,Charcoal,Winter,3.0,No,Express,Yes,24,Credit Card,Monthly,Young Adult,30
1558,29,Female,Sunglasses,Accessories,50,Kentucky,S,Gray,Spring,3.0,No,Free Shipping,Yes,47,Credit Card,Monthly,Young Adult,30
2440,37,Male,Shirt,Clothing,54,North Dakota,XL,Violet,Summer,4.0,No,Standard,Yes,12,Credit Card,Monthly,Adult,30
559,65,Female,Boots,Footwear,99,Georgia,S,Blue,Fall,5.0,No,Free Shipping,Yes,27,PayPal,Annually,Senior,365
3565,39,Male,Pants,Clothing,54,South Dakota,M,Orange,Winter,5.0,No,Free Shipping,Yes,2,Debit Card,Monthly,Adult,30
2827,64,Female,Boots,Footwear,41,New Hampshire,XL,White,Summer,3.0,No,Express,Yes,11,Debit Card,Monthly,Senior,30
1015,25,Male,Scarf,Accessories,83,New Jersey,S,Maroon,Winter,3.0,Yes,2-Day Shipping,Yes,47,Credit Card,Monthly,Young Adult,30
3560,29,Female,Jeans,Clothing,63,Oregon,XL,Beige,Winter,5.0,No,Free Shipping,Yes,33,Credit Card,Annually,Young Adult,365
1639,18,Male,Coat,Outerwear,58,California,S,Violet,Fall,5.0,No,2-Day Shipping,Yes,16,Apple Pay,Weekly,Young Adult,7
2847,31,Male,Shirt,Clothing,59,Virginia,S,Silver,Fall,5.0,No,Next Day Air,Yes,18,Credit Card,Monthly,Adult,30
3374,38,Male,Skirt,Clothing,47,Michigan,L,Gold,Summer,3.0,Yes,Free Shipping,Yes,37,Apple Pay,Annually,Adult,365
3559,45,Male,Scarf,Accessories,75,Hawaii,XL,Indigo,Summer,4.0,No,Express,Yes,31,Credit Card,Weekly,Middle Aged,7
298,57,Female,Boots,Footwear,83,Louisiana,L,Blue,Winter,5.0,No,Standard,Yes,10,Debit Card,Monthly,Middle Aged,30
1068,59,Male,Jewelry,Accessories,67,Oklahoma,XL,Maroon,Winter,3.0,No,Free Shipping,Yes,37,Credit Card,Monthly,Middle Aged,30
1630,21,Female,Jacket,Outerwear,55,Arizona,S,Green,Spring,5.0,Yes,Free Shipping,Yes,41,Gift Card,Monthly,Young Adult,30
1579,54,Male,Jacket,Outerwear,33,Tennessee,M,Red,Summer,4.0,Yes,2-Day Shipping,Yes,21,Credit Card,Annually,Middle Aged,365
2872,29,Male,Sweater,Clothing,21,Delaware,S,Maroon,Winter,5.0,Yes,2-Day Shipping,Yes,44,Debit Card,Annually,Young Adult,365
519,27,Female,Jewelry,Accessories,50,Texas,XL,Peach,Winter,5.0,No,Standard,Yes,35,Credit Card,Monthly,Young Adult,30
1643,51,Male,Socks,Clothing,92,Rhode Island,S,Green,Summer,2.0,No,2-Day Shipping,Yes,11,Credit Card,Bi-Weekly,Middle Aged,14
987,70,Male,Shirt,Clothing,53,New York,M,Indigo,Spring,5.0,No,Free Shipping,Yes,37,Credit Card,Monthly,Senior,30
1240,61,Male,Jewelry,Accessories,35,Illinois,M,Olive,Winter,1.0,No,Free Shipping,Yes,19,Debit Card,Monthly,Senior,30
146,39,Female,Socks,Clothing,46,Alabama,S,Gold,Spring,5.0,No,Free Shipping,Yes,25,PayPal,Monthly,Adult,30
524,35,Female,Sneakers,Footwear,34,Illinois,M,Lavender,Winter,5.0,No,Standard,Yes,3,Debit Card,Annually,Adult,365
3313,67,Female,Pants,Clothing,80,New Jersey,XL,Indigo,Summer,5.0,No,Express,No,10,Credit Card,Weekly,Senior,7
1861,37,Female,Sneakers,Footwear,68,Iowa,S,Teal,Summer,4.0,No,Free Shipping,Yes,25,Credit Card,Bi-Weekly,Adult,14
3745,37,Female,Backpack,Accessories,26,New York,L,Peach,Winter,3.0,No,Free Shipping,Yes,39,Debit Card,Bi-Weekly,Adult,14
3750,31,Female,Sneakers,Footwear,51,Oregon,M,Maroon,Summer,5.0,Yes,Express,Yes,14,Credit Card,Annually,Adult,365
583,29,Female,Sweater,Clothing,58,Delaware,M,Violet,Winter,4.0,No,Standard,Yes,7,Credit Card,Monthly,Young Adult,30
3491,45,Male,Hat,Accessories,48,Delaware,M,Teal,Fall,5.0,No,Standard,No,14,Credit Card,Monthly,Middle Aged,30
2419,64,Male,Coat,Outerwear,94,Iowa,L,Peach,Winter,4.0,No,Free Shipping,Yes,14,Debit Card,Bi-Weekly,Senior,14
663,35,Female,Hoodie,Clothing,49,Kansas,M,White,Fall,3.0,Yes,Express,Yes,30,Credit Card,Bi-Weekly,Adult,14
2428,45,Male,Dress,Clothing,23,Washington,M,Cyan,Summer,4.0,No,Standard,Yes,2,Gift Card,Monthly,Middle Aged,30
2884,19,Male,Jeans,Clothing,85,Arkansas,XL,Pink,Summer,4.0,No,Standard,Yes,18,Apple Pay,Weekly,Young Adult,7
809,68,Male,Handbag,Accessories,98,Hawaii,S,Violet,Spring,4.0,Yes,Express,Yes,41,Debit Card,Monthly,Senior,30
3289,66,Male,Handbag,Accessories,33,California,M,Black,Winter,5.0,No,Express,Yes,46,Debit Card,Monthly,Senior,30
3871,70,Female,Jacket,Outerwear,54,New Hampshire,S,Black,Spring,4.0,Yes,Free Shipping,Yes,50,Apple Pay,Monthly,Senior,30
3327,42,Male,Shirt,Clothing,92,Pennsylvania,S,Lavender,Winter,5.0,No,Free Shipping,Yes,50,Debit Card,Bi-Weekly,Adult,14
3421,55,Male,Jacket,Outerwear,95,Alabama,M,Brown,Winter,5.0,Yes,Free Shipping,Yes,24,Credit Card,Monthly,Middle Aged,30
1533,34,Male,Scarf,Accessories,25,Wisconsin,L,Gold,Fall,5.0,Yes,Free Shipping,Yes,25,Credit Card,Weekly,Adult,7
1146,44,Male,Jacket,Outerwear,28,New Mexico,L,Cyan,Fall,3.0,Yes,Free Shipping,Yes,14,Credit Card,Bi-Weekly,Adult,14
1840,26,Male,Scarf,Accessories,25,Hawaii,XL,Cyan,Fall,4.0,No,Free Shipping,Yes,11,Apple Pay,Weekly,Young Adult,7
175,34,Female,Hat,Accessories,80,Rhode Island,L,Olive,Fall,5.0,No,2-Day Shipping,No,11,Credit Card,Weekly,Adult,7
116,70,Female,Sunglasses,Accessories,70,Ohio,S,Red,Spring,5.0,No,Free Shipping,Yes,21,Credit Card,Bi-Weekly,Senior,14
2264,19,Male,Scarf,Accessories,92,Georgia,XL,Lavender,Fall,5.0,No,Free Shipping,No,8,Credit Card,Bi-Weekly,Young Adult,14
3445,50,Female,Sandals,Footwear,34,Pennsylvania,L,Lavender,Spring,5.0,No,Free Shipping,Yes,16,Credit Card,Weekly,Middle Aged,7
769,21,Male,Shirt,Clothing,28,Louisiana,XL,Blue,Winter,4.0,No,Free Shipping,Yes,26,Credit Card,Bi-Weekly,Young Adult,14
384,32,Male,Skirt,Clothing,23,Indiana,XL,Magenta,Fall,3.0,Yes,Free Shipping,Yes,30,Credit Card,Weekly,Adult,7
2077,32,Male,Skirt,Clothing,32,New Mexico,M,Red,Spring,5.0,No,Next Day Air,Yes,37,Credit Card,Bi-Weekly,Adult,14
3366,24,Female,Socks,Clothing,97,Louisiana,S,Gray,Summer,5.0,No,Express,Yes,44,Debit Card,Bi-Weekly,Young Adult,14
738,61,Female,Shirt,Clothing,43,Washington,S,Charcoal,Summer,5.0,No,Free Shipping,No,16,Debit Card,Monthly,Senior,30
3589,48,Male,Shorts,Clothing,25,South Dakota,S,Orange,Summer,5.0,No,2-Day Shipping,No,37,PayPal,Bi-Weekly,Middle Aged,14
28,66,Male,Shirt,Clothing,86,Louisiana,M,Gray,Winter,5.0,No,2-Day Shipping,Yes,16,Apple Pay,Monthly,Senior,30
2741,67,Female,Scarf,Accessories,24,Wisconsin,L,Turquoise,Spring,5.0,No,Standard,Yes,39,Debit Card,Monthly,Senior,30
1154,57,Female,Handbag,Accessories,87,Washington,S,Yellow,Spring,5.0,No,Free Shipping,Yes,37,Credit Card,Weekly,Middle Aged,7
990,24,Male,Dress,Clothing,20,Kentucky,S,Cyan,Spring,3.0,No,Free Shipping,Yes,48,Debit Card,Weekly,Young Adult,7
2491,21,Male,Hoodie,Clothing,22,Louisiana,S,White,Summer,3.0,Yes,Free Shipping,Yes,35,Debit Card,Weekly,Young Adult,7
3146,27,Male,Shoes,Footwear,96,Wisconsin,M,Purple,Summer,5.0,No,Free Shipping,Yes,20,PayPal,Monthly,Young Adult,30
2610,58,Female,Pants,Clothing,45,Montana,L,Maroon,Winter,3.0,No,Express,Yes,14,Credit Card,Bi-Weekly,Middle Aged,14
1686,67,Male,Dress,Clothing,68,Illinois,M,Cyan,Summer,4.0,Yes,Standard,No,39,Debit Card,Bi-Weekly,Senior,14
3207,55,Male,Socks,Clothing,25,North Carolina,M,Violet,Fall,5.0,No,Free Shipping,Yes,15,Credit Card,Weekly,Middle Aged,7
3860,23,Male,Jacket,Outerwear,32,Alaska,S,Teal,Winter,5.0,No,2-Day Shipping,Yes,36,Debit Card,Annually,Young Adult,365
2077,18,Female,Dress,Clothing,44,North Carolina,XL,Peach,Winter,5.0,No,Standard,Yes,42,PayPal,Monthly,Young Adult,30
1410,39,Female,Socks,Clothing,43,Maryland,M,Silver,Summer,5.0,No,Express,Yes,38,Debit Card,Monthly,Adult,30
1719,41,Male,Jeans,Clothing,80,Idaho,S,Peach,Winter,3.0,Yes,Next Day Air,Yes,13,Debit Card,Monthly,Adult,30
3735,25,Male,Sweater,Clothing,70,West Virginia,L,Turquoise,Summer,5.0,No,2-Day Shipping,Yes,15,Credit Card,Weekly,Young Adult,7
2316,21,Female,Sweater,Clothing,50,Kentucky,L,White,Spring,2.0,No,Free Shipping,Yes,43,Credit Card,Weekly,Young Adult,7
3357,60,Male,Belt,Accessories,49,Oregon,M,Teal,Fall,4.0,No,Free Shipping,Yes,20,Credit Card,Monthly,Senior,30
3732,24,Male,Scarf,Accessories,34,Oregon,S,Cyan,Winter,3.0,No,2-Day Shipping,No,16,Debit Card,Monthly,Young Adult,30
3747,35,Female,Hat,Accessories,66,Indiana,XL,Brown,Spring,4.0,No,Express,Yes,37,Credit Card,Monthly,Adult,30
1469,57,Male,Handbag,Accessories,31,Arkansas,L,Charcoal,Summer,2.0,No,Free Shipping,No,20,Credit Card,Annually,Middle Aged,365
2549,49,Male,Jeans,Clothing,45,Utah,S,Maroon,Spring,5.0,No,Express,Yes,14,Debit Card,Bi-Weekly,Middle Aged,14
742,29,Female,Jewelry,Accessories,45,Washington,M,Black,Spring,4.0,No,Free Shipping,Yes,39,PayPal,Bi-Weekly,Young Adult,14
148,22,Male,Shorts,Clothing,99,Kentucky,M,Lavender,Spring,5.0,No,2-Day Shipping,No,13,Credit Card,Annually,Young Adult,365
1078,43,Female,Shirt,Clothing,21,Michigan,M,Blue,Fall,3.0,Yes,2-Day Shipping,Yes,17,PayPal,Monthly,Adult,30
2981,64,Female,T-shirt,Clothing,90,Iowa,XL,Red,Winter,4.0,No,Standard,Yes,40,Credit Card,Monthly,Senior,30
2643,39,Female,Sunglasses,Accessories,35,Massachusetts,S,Yellow,Spring,5.0,No,2-Day Shipping,Yes,41,Debit Card,Weekly,Adult,7
979,66,Male,Skirt,Clothing,32,Kansas,XL,Black,Spring,5.0,No,Standard,Yes,20,Apple Pay,Monthly,Senior,30
3892,69,Male,Shorts,Clothing,47,Georgia,S,Brown,Spring,5.0,No,Free Shipping,No,37,PayPal,Bi-Weekly,Senior,14
639,36,Male,Sunglasses,Accessories,64,Minnesota,L,Silver,Fall,4.0,Yes,Free Shipping,Yes,16,Apple Pay,Monthly,Adult,30
233,40,Male,Sunglasses,Accessories,68,Michigan,S,Charcoal,Summer,2.0,No,Free Shipping,Yes,26,Credit Card,Annually,Adult,365
1718,35,Female,Belt,Accessories,49,Alaska,S,Cyan,Fall,5.0,No,2-Day Shipping,No,1,Credit Card,Monthly,Adult,30
1874,25,Male,Sandals,Footwear,59,Rhode Island,S,Maroon,Winter,5.0,No,Standard,No,16,Debit Card,Weekly,Young Adult,7
3176,37,Male,Sunglasses,Accessories,31,Nevada,XL,Purple,Fall,5.0,Yes,Free Shipping,Yes,11,Debit Card,Weekly,Adult,7
3149,70,Male,Dress,Clothing,27,Texas,XL,Blue,Fall,5.0,No,2-Day Shipping,Yes,38,PayPal,Monthly,Senior,30
1317,22,Male,Skirt,Clothing,46,Michigan,M,Beige,Winter,4.0,Yes,Free Shipping,Yes,25,Credit Card,Weekly,Young Adult,7
780,62,Male,Shoes,Footwear,41,Colorado,L,Silver,Summer,4.0,No,Free Shipping,Yes,3,Credit Card,Monthly,Senior,30
1645,29,Male,Socks,Clothing,88,Alaska,S,Teal,Winter,4.0,No,2-Day Shipping,Yes,28,Debit Card,Monthly,Young Adult,30
1779,61,Female,Hoodie,Clothing,98,North Dakota,S,Indigo,Spring,5.0,Yes,Express,Yes,19,Credit Card,Monthly,Senior,30
1683,23,Male,Hat,Accessories,41,North Dakota,M,Lavender,Summer,1.0,No,2-Day Shipping,No,48,Gift Card,Monthly,Young Adult,30
2384,20,Female,Backpack,Accessories,35,Delaware,XL,Violet,Fall,2.0,No,Standard,Yes,46,Debit Card,Bi-Weekly,Young Adult,14
2527,60,Male,Shoes,Footwear,91,Utah,XL,White,Summer,4.0,Yes,Free Shipping,Yes,46,Credit Card,Weekly,Senior,7
2857,46,Female,Handbag,Accessories,71,Delaware,M,Teal,Summer,5.0,No,Express,Yes,37,Credit Card,Bi-Weekly,Middle Aged,14
1527,42,Male,Scarf,Accessories,40,North Dakota,L,Brown,Spring,5.0,No,Free Shipping,Yes,18,Credit Card,Monthly,Adult,30
3373,61,Male,Gloves,Accessories,54,Maine,XL,White,Fall,4.0,No,Express,Yes,45,Credit Card,Monthly,Senior,30
329,23,Male,Sweater,Clothing,82,Maine,L,Indigo,Spring,4.0,Yes,2-Day Shipping,Yes,22,Debit Card,Monthly,Young Adult,30
3499,47,Female,Skirt,Clothing,35,Illinois,M,Indigo,Summer,5.0,Yes,Standard,No,6,Credit Card,Bi-Weekly,Middle Aged,14
401,60,Male,Sandals,Footwear,35,Pennsylvania,XL,Silver,Spring,1.0,No,Standard,Yes,18,Gift Card,Monthly,Senior,30
1228,19,Female,Skirt,Clothing,100,Alabama,L,Charcoal,Summer,5.0,No,2-Day Shipping,Yes,36,Credit Card,Bi-Weekly,Young Adult,14
2719,36,Male,Shorts,Clothing,38,Idaho,M,White,Summer,5.0,No,2-Day Shipping,Yes,3,Credit Card,Bi-Weekly,Adult,14
3185,69,Male,Skirt,Clothing,24,Virginia,L,Blue,Spring,4.0,Yes,Free Shipping,Yes,22,PayPal,Monthly,Senior,30
3737,27,Male,Hat,Accessories,34,Massachusetts,M,Purple,Summer,4.0,Yes,Standard,Yes,15,PayPal,Monthly,Young Adult,30
1320,47,Female,Jewelry,Accessories,62,Georgia,M,Peach,Winter,5.0,No,Free Shipping,No,23,Credit Card,Monthly,Middle Aged,30
474,49,Female,Handbag,Accessories,27,Louisiana,XL,Maroon,Spring,5.0,Yes,2-Day Shipping,Yes,26,PayPal,Monthly,Middle Aged,30
3464,66,Female,Dress,Clothing,29,Pennsylvania,L,Beige,Winter,5.0,Yes,2-Day Shipping,Yes,27,Debit Card,Annually,Senior,365
3156,53,Male,Shirt,Clothing,58,Connecticut,L,Green,Spring,5.0,Yes,Express,Yes,48,Credit Card,Monthly,Middle Aged,30
712,63,Female,Jeans,Clothing,89,Wyoming,XL,Red,Summer,5.0,No,2-Day Shipping,No,10,Apple Pay,Bi-Weekly,Senior,14
1557,24,Male,Dress,Clothing,76,Kansas,S,Blue,Fall,4.0,Yes,Free Shipping,Yes,42,Credit Card,Weekly,Young Adult,7
1262,61,Male,Pants,Clothing,42,Tennessee,S,Cyan,Winter,3.0,No,Store Pickup,Yes,35,Credit Card,Monthly,Senior,30
3397,69,Male,T-shirt,Clothing,92,Mississippi,M,Gray,Spring,3.0,No,Express,No,31,Apple Pay,Weekly,Senior,7
2193,41,Female,Socks,Clothing,72,South Carolina,XL,Green,Fall,3.0,No,Free Shipping,No,41,Credit Card,Weekly,Adult,7
1494,55,Male,Blouse,Clothing,25,Vermont,XL,Indigo,Spring,5.0,No,Express,No,46,Credit Card,Monthly,Middle Aged,30
3333,20,Female,Jewelry,Accessories,51,Utah,L,Green,Summer,5.0,No,2-Day Shipping,Yes,40,Debit Card,Monthly,Young Adult,30
3716,51,Female,Hat,Accessories,43,New Hampshire,S,Beige,Summer,4.0,Yes,Free Shipping,Yes,14,Debit Card,Annually,Middle Aged,365
1287,58,Male,Boots,Footwear,81,Maine,S,Green,Fall,4.0,No,Express,Yes,16,Credit Card,Annually,Middle Aged,365
2618,50,Male,Dress,Clothing,100,West Virginia,S,Peach,Spring,4.0,Yes,2-Day Shipping,No,23,Gift Card,Weekly,Middle Aged,7
1746,55,Male,Socks,Clothing,84,Florida,L,Yellow,Winter,4.0,Yes,Free Shipping,Yes,39,Debit Card,Weekly,Middle Aged,7
813,61,Female,Hoodie,Clothing,43,New Hampshire,M,Black,Fall,4.0,No,Free Shipping,Yes,27,Credit Card,Monthly,Senior,30
41,47,Male,Blouse,Clothing,93,Arizona,M,Blue,Fall,5.0,No,Free Shipping,No,44,Gift Card,Annually,Middle Aged,365
303,18,Male,Socks,Clothing,34,Hawaii,M,Silver,Summer,3.0,No,Free Shipping,Yes,4,Apple Pay,Monthly,Young Adult,30
3753,45,Male,Sneakers,Footwear,51,Texas,S,Beige,Spring,5.0,No,Free Shipping,No,8,PayPal,Monthly,Middle Aged,30
1209,35,Female,Sandals,Footwear,69,Hawaii,L,Gray,Spring,5.0,No,2-Day Shipping,No,4,Apple Pay,Bi-Weekly,Adult,14
1255,18,Male,Shorts,Clothing,89,South Carolina,M,Beige,Summer,5.0,No,Free Shipping,Yes,35,PayPal,Bi-Weekly,Young Adult,14
492,22,Female,Belt,Accessories,86,South Dakota,L,Olive,Winter,5.0,No,Standard,Yes,46,Credit Card,Weekly,Young Adult,7
72,18,Male,Belt,Accessories,64,North Carolina,L,Green,Winter,4.0,No,Free Shipping,Yes,39,Credit Card,Monthly,Young Adult,30
2092,66,Male,Sunglasses,Accessories,87,Wisconsin,XL,Cyan,Fall,3.0,Yes,2-Day Shipping,No,45,Gift Card,Bi-Weekly,Senior,14
3651,70,Male,Belt,Accessories,41,Colorado,M,Maroon,Fall,4.0,No,Standard,Yes,49,PayPal,Monthly,Senior,30
1757,27,Male,Socks,Clothing,37,Alabama,S,Violet,Winter,4.0,No,Free Shipping,Yes,2,Debit Card,Monthly,Young Adult,30
2373,44,Male,Gloves,Accessories,71,Maryland,XL,Blue,Winter,4.0,No,Free Shipping,Yes,24,Debit Card,Monthly,Adult,30
3360,66,Female,Jacket,Outerwear,69,Oklahoma,L,Violet,Summer,5.0,No,Free Shipping,No,17,Apple Pay,Bi-Weekly,Senior,14
1790,62,Male,Belt,Accessories,45,Pennsylvania,S,White,Winter,5.0,No,Free Shipping,Yes,15,Credit Card,Annually,Senior,365
1901,25,Female,Blouse,Clothing,37,North Carolina,M,Peach,Spring,2.0,No,2-Day Shipping,No,5,Debit Card,Monthly,Young Adult,30
1035,56,Male,Handbag,Accessories,81,Vermont,M,Cyan,Fall,5.0,No,Free Shipping,Yes,4,Credit Card,Monthly,Middle Aged,30
787,60,Female,T-shirt,Clothing,69,Alaska,L,Violet,Spring,4.0,Yes,Free Shipping,Yes,9,Credit Card,Bi-Weekly,Senior,14
3077,24,Male,Shorts,Clothing,82,Oregon,L,Indigo,Winter,4.0,Yes,2-Day Shipping,No,15,Credit Card,Monthly,Young Adult,30
3461,39,Female,Backpack,Accessories,41,Kentucky,S,Teal,Spring,5.0,No,Free Shipping,No,16,Debit Card,Monthly,Adult,30
997,56,Male,Jeans,Clothing,83,Washington,L,Violet,Winter,5.0,No,2-Day Shipping,Yes,34,Gift Card,Weekly,Middle Aged,7
1481,64,Female,Sweater,Clothing,74,Montana,S,Maroon,Fall,4.0,Yes,Next Day Air,Yes,45,Credit Card,Bi-Weekly,Senior,14
1784,21,Male,Shirt,Clothing,93,Alaska,L,Pink,Spring,5.0,No,Standard,Yes,11,Credit Card,Monthly,Young Adult,30
2283,21,Female,Backpack,Accessories,48,Alaska,XL,White,Winter,2.0,Yes,Free Shipping,Yes,30,Debit Card,Annually,Young Adult,365
2835,38,Male,Blouse,Clothing,79,North Carolina,S,Orange,Spring,4.0,No,Express,Yes,27,Credit Card,Monthly,Adult,30
2141,20,Male,Shorts,Clothing,60,Texas,S,Red,Summer,5.0,No,Express,Yes,31,Debit Card,Bi-Weekly,Young Adult,14
2554,18,Female,Shoes,Footwear,74,Utah,M,Black,Fall,5.0,Yes,Free Shipping,No,39,Credit Card,Weekly,Young Adult,7
3385,31,Female,Sneakers,Footwear,25,Connecticut,L,Gray,Fall,4.0,No,Express,Yes,5,Credit Card,Bi-Weekly,Adult,14
2055,68,Female,Hoodie,Clothing,26,Georgia,L,Silver,Summer,2.0,Yes,Express,Yes,8,Credit Card,Monthly,Senior,30
2619,54,Male,Belt,Accessories,85,Texas,M,Red,Fall,5.0,Yes,Standard,No,28,Credit Card,Monthly,Middle Aged,30
996,21,Female,Jewelry,Accessories,100,Nebraska,M,Maroon,Summer,4.0,Yes,Free Shipping,Yes,2,Credit Card,Annually,Young Adult,365
1653,25,Male,Handbag,Accessories,34,Colorado,M,Maroon,Winter,4.0,No,Standard,No,48,Debit Card,Bi-Weekly,Young Adult,14
1671,36,Male,Belt,Accessories,97,Montana,L,Indigo,Winter,4.0,Yes,2-Day Shipping,Yes,32,Debit Card,Monthly,Adult,30
1694,21,Female,Dress,Clothing,47,Wisconsin,S,Orange,Spring,5.0,No,Free Shipping,Yes,40,Debit Card,Monthly,Young Adult,30
2053,64,Female,Scarf,Accessories,98,Maine,S,Silver,Spring,5.0,No,Free Shipping,No,7,Debit Card,Weekly,Senior,7
1254,32,Male,Sneakers,Footwear,78,Tennessee,S,Beige,Winter,5.0,No,Store Pickup,Yes,41,Debit Card,Bi-Weekly,Adult,14
1159,67,Female,Boots,Footwear,76,Kentucky,L,Gold,Fall,4.0,Yes,Free Shipping,Yes,29,Credit Card,Bi-Weekly,Senior,14
2861,59,Female,Shorts,Clothing,79,Tennessee,S,Red,Winter,5.0,No,Free Shipping,Yes,50,Credit Card,Monthly,Middle Aged,30
