Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1928,49,Male,Sneakers,Footwear,95,Colorado,XL,Green,Summer,4.0,No,Express,Yes,Yes,28,Debit Card,Weekly
335,59,Female,Shorts,Clothing,43,Louisiana,L,Red,Fall,5.0,No,2-Day Shipping,Yes,Yes,43,Credit Card,Bi-Weekly
2897,41,Male,Boots,Footwear,42,Utah,L,Violet,Fall,3.0,No,Free Shipping,Yes,Yes,27,Debit Card,Weekly
2149,45,Male,Jacket,Outerwear,100,Wisconsin,XL,Brown,Fall,5.0,No,Free Shipping,No,No,24,Credit Card,Weekly
3491,50,Female,Belt,Accessories,45,Idaho,XL,Green,Winter,4.0,Yes,Free Shipping,Yes,Yes,8,PayPal,Bi-Weekly
2639,46,Female,Handbag,Accessories,64,New Jersey,M,Teal,Spring,5.0,No,Free Shipping,Yes,Yes,33,Debit Card,Monthly
2820,48,Female,Jeans,Clothing,80,Oklahoma,L,Cyan,Summer,1.0,Yes,Free Shipping,Yes,Yes,46,PayPal,Weekly
900,36,Female,Hat,Accessories,38,Wisconsin,XL,Indigo,Winter,4.0,No,Express,Yes,Yes,31,Credit Card,Monthly
3500,44,Male,Sandals,Footwear,20,Indiana,S,Black,Winter,5.0,Yes,Free Shipping,Yes,Yes,10,Credit Card,Monthly
2279,41,Male,Blouse,Clothing,90,Massachusetts,M,Violet,Spring,4.0,Yes,Standard,Yes,Yes,6,Debit Card,Annually
3109,70,Female,Gloves,Accessories,26,Arkansas,XL,Teal,Fall,4.0,No,Free Shipping,Yes,Yes,28,PayPal,Monthly
630,60,Female,Gloves,Accessories,46,West Virginia,M,Silver,Spring,5.0,Yes,Store Pickup,Yes,Yes,26,Debit Card,Monthly
786,63,Female,Blouse,Clothing,31,Illinois,XL,Magenta,Summer,1.0,No,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
1530,55,Male,Handbag,Accessories,70,Connecticut,M,Turquoise,Fall,4.0,No,Free Shipping,Yes,Yes,36,PayPal,Weekly
2764,20,Male,Sweater,Clothing,70,Kentucky,M,White,Winter,5.0,Yes,2-Day Shipping,Yes,Yes,10,Apple Pay,Monthly
196,63,Female,Shoes,Footwear,78,Georgia,L,Charcoal,Winter,5.0,No,Standard,Yes,Yes,34,Credit Card,Monthly
1986,43,Male,Pants,Clothing,86,New York,L,Green,Fall,2.0,No,Next Day Air,Yes,Yes,8,Credit Card,Annually
1621,45,Female,Sunglasses,Accessories,69,Wyoming,XL,Gray,Winter,5.0,No,Express,No,No,49,PayPal,Weekly
1387,54,Female,Hat,Accessories,25,Illinois,XL,Gold,Winter,5.0,Yes,Express,Yes,Yes,39,Debit Card,Monthly
884,68,Male,Shoes,Footwear,93,Maine,S,Orange,Winter,5.0,No,Free Shipping,Yes,Yes,36,Debit Card,Monthly
380,46,Female,Shorts,Clothing,56,West Virginia,M,Beige,Winter,5.0,No,Free Shipping,No,No,25,Apple Pay,Annually
2865,22,Male,Boots,Footwear,57,Wisconsin,L,Peach,Summer,2.0,No,2-Day Shipping,Yes,Yes,48,Credit Card,Weekly
3066,19,Female,Hoodie,Clothing,85,Oklahoma,S,Olive,Winter,5.0,No,Express,Yes,Yes,10,Debit Card,Monthly
3723,19,Male,Gloves,Accessories,75,Mississippi,L,Lavender,Spring,1.0,No,Store Pickup,No,No,33,Credit Card,Monthly
3215,59,Male,Sunglasses,Accessories,91,Utah,XL,Olive,Summer,4.0,No,Express,Yes,Yes,25,Credit Card,Weekly
471,51,Male,Scarf,Accessories,71,North Carolina,XL,Indigo,Summer,5.0,No,2-Day Shipping,Yes,Yes,27,Credit Card,Monthly
3011,54,Male,Scarf,Accessories,48,Nevada,XL,Purple,Fall,5.0,No,Express,Yes,Yes,18,Debit Card,Bi-Weekly
1490,50,Female,Sunglasses,Accessories,43,California,XL,Peach,Fall,5.0,No,Express,Yes,Yes,41,Debit Card,Monthly
2366,37,Male,Socks,Clothing,56,North Dakota,S,Red,Winter,1.0,Yes,Express,Yes,Yes,41,Credit Card,Monthly
737,55,Male,Sneakers,Footwear,71,Missouri,M,Indigo,Spring,3.0,Yes,Express,Yes,Yes,44,PayPal,Monthly
884,31,Male,Gloves,Accessories,32,Alabama,M,Silver,Winter,3.0,No,Free Shipping,Yes,Yes,23,Gift Card,Weekly
1138,39,Female,Shorts,Clothing,89,Maine,L,White,Summer,4.0,No,Express,Yes,Yes,3,PayPal,Bi-Weekly
3045,26,Male,Blouse,Clothing,44,Illinois,M,Maroon,Fall,1.0,No,2-Day Shipping,Yes,Yes,3,PayPal,Weekly
736,41,Male,Sneakers,Footwear,81,New Hampshire,XL,Pink,Fall,5.0,No,Free Shipping,Yes,Yes,19,Debit Card,Bi-Weekly
3776,22,Female,Shoes,Footwear,41,Pennsylvania,XL,Indigo,Fall,3.0,No,2-Day Shipping,Yes,Yes,43,Credit Card,Bi-Weekly
2795,25,Female,Belt,Accessories,31,Alaska,XL,Lavender,Winter,5.0,Yes,Standard,No,No,8,Debit Card,Monthly
2173,19,Female,Shorts,Clothing,93,Michigan,L,Green,Spring,4.0,No,2-Day Shipping,Yes,Yes,7,Credit Card,Annually
3076,54,Male,Shirt,Clothing,80,Arkansas,L,Gray,Summer,3.0,Yes,Standard,Yes,Yes,4,Credit Card,Monthly
1640,50,Female,Sunglasses,Accessories,32,Utah,S,Gold,Fall,5.0,No,Free Shipping,Yes,Yes,9,PayPal,Monthly
1580,69,Male,Blouse,Clothing,66,Colorado,L,Green,Spring,4.0,No,Next Day Air,Yes,Yes,33,Debit Card,Weekly
976,23,Male,Dress,Clothing,77,Alabama,M,Orange,Winter,4.0,No,Free Shipping,Yes,Yes,26,Debit Card,Weekly
2095,32,Male,Socks,Clothing,30,Massachusetts,M,Turquoise,Winter,5.0,Yes,Express,Yes,Yes,3,Credit Card,Monthly
2578,60,Male,Boots,Footwear,62,Delaware,S,Maroon,Fall,5.0,Yes,Store Pickup,Yes,Yes,46,Gift Card,Weekly
3539,64,Female,Sandals,Footwear,47,New Hampshire,L,Lavender,Spring,3.0,No,Express,Yes,Yes,19,Credit Card,Monthly
746,19,Female,Socks,Clothing,74,Kansas,S,Magenta,Summer,5.0,No,Free Shipping,Yes,Yes,27,Credit Card,Monthly
1319,67,Female,Sweater,Clothing,63,New Mexico,S,Turquoise,Spring,4.0,No,Free Shipping,No,No,49,Credit Card,Monthly
2849,47,Male,Shorts,Clothing,96,Missouri,S,Green,Winter,5.0,Yes,Express,Yes,Yes,49,Debit Card,Annually
923,30,Female,Shirt,Clothing,54,Minnesota,XL,Lavender,Winter,2.0,No,Express,No,No,8,Credit Card,Annually
3288,42,Male,Skirt,Clothing,72,Maine,M,Violet,Summer,1.0,No,Free Shipping,Yes,Yes,16,Credit Card,Monthly
761,21,Male,Gloves,Accessories,80,North Dakota,M,Gold,Summer,5.0,No,Express,No,No,16,Credit Card,Annually
3871,38,Male,Socks,Clothing,95,Vermont,L,Cyan,Summer,4.0,No,Express,Yes,Yes,27,Credit Card,Monthly
1404,34,Female,Jacket,Outerwear,51,Pennsylvania,L,Lavender,Winter,3.0,No,Express,Yes,Yes,27,Credit Card,Weekly
1895,68,Male,Blouse,Clothing,60,Maine,S,Lavender,Summer,4.0,No,Free Shipping,Yes,Yes,25,PayPal,Monthly
2767,32,Female,T-shirt,Clothing,81,New Jersey,S,Black,Summer,5.0,No,Free Shipping,Yes,Yes,26,Debit Card,Monthly
759,53,Male,Scarf,Accessories,59,New York,L,Gold,Spring,5.0,No,2-Day Shipping,Yes,Yes,42,Credit Card,Monthly
2535,33,Male,T-shirt,Clothing,78,New York,M,Turquoise,Summer,5.0,Yes,Next Day Air,Yes,Yes,24,Apple Pay,Bi-Weekly
1685,68,Female,Sweater,Clothing,90,Wisconsin,S,Violet,Fall,3.0,No,Next Day Air,Yes,Yes,43,Credit Card,Monthly
3800,20,Male,Jacket,Outerwear,52,Texas,S,Charcoal,Fall,5.0,Yes,Free Shipping,No,No,33,Gift Card,Weekly
2857,28,Female,Boots,Footwear,77,Florida,L,Beige,Winter,4.0,No,Express,Yes,Yes,23,Credit Card,Bi-Weekly
599,42,Male,Sandals,Footwear,30,Montana,M,Charcoal,Summer,4.0,No,2-Day Shipping,Yes,Yes,12,Debit Card,Monthly
2348,19,Male,Sunglasses,Accessories,24,Oklahoma,M,Gold,Spring,5.0,No,Free Shipping,No,No,22,PayPal,Bi-Weekly
1586,59,Female,Shorts,Clothing,54,North Dakota,M,Silver,Spring,4.0,No,Free Shipping,No,No,34,Credit Card,Bi-Weekly
611,18,Male,Blouse,Clothing,66,Mississippi,XL,Violet,Winter,4.0,No,Express,No,No,15,Gift Card,Monthly
3173,62,Female,Sunglasses,Accessories,62,Iowa,M,Violet,Spring,4.0,No,2-Day Shipping,Yes,Yes,31,Debit Card,Bi-Weekly
2113,27,Male,Shoes,Footwear,54,Texas,L,Blue,Winter,5.0,Yes,Express,Yes,Yes,41,Apple Pay,Weekly
1181,51,Male,Sneakers,Footwear,61,Missouri,M,Pink,Summer,5.0,No,Express,Yes,Yes,27,Debit Card,Monthly
2629,64,Male,Shirt,Clothing,22,Alabama,L,Yellow,Winter,4.0,No,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
2675,26,Female,Scarf,Accessories,28,Massachusetts,L,Silver,Summer,5.0,No,Standard,Yes,Yes,8,Credit Card,Weekly
2835,65,Male,Backpack,Accessories,41,North Dakota,S,Magenta,Summer,4.0,No,Standard,Yes,Yes,24,Debit Card,Weekly
1498,65,Male,Hoodie,Clothing,80,Connecticut,S,Indigo,Fall,5.0,Yes,Standard,Yes,Yes,27,Credit Card,Weekly
624,30,Male,Sweater,Clothing,85,Idaho,S,Red,Spring,5.0,No,Free Shipping,Yes,Yes,34,Debit Card,Monthly
3356,67,Male,Coat,Outerwear,47,Missouri,XL,Brown,Winter,2.0,Yes,Express,Yes,Yes,15,Credit Card,Bi-Weekly
801,27,Male,Shorts,Clothing,63,Idaho,M,Maroon,Spring,5.0,No,2-Day Shipping,Yes,Yes,10,Credit Card,Monthly
505,66,Male,Shorts,Clothing,44,Rhode Island,XL,White,Fall,5.0,No,2-Day Shipping,Yes,Yes,5,Apple Pay,Monthly
1004,18,Male,Socks,Clothing,73,Oklahoma,S,Brown,Spring,5.0,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Bi-Weekly
3016,18,Male,Sneakers,Footwear,92,Alabama,XL,Turquoise,Spring,4.0,No,Express,Yes,Yes,36,PayPal,Weekly
979,25,Male,Pants,Clothing,28,North Dakota,L,Turquoise,Winter,5.0,Yes,2-Day Shipping,No,No,4,Credit Card,Weekly
528,43,Male,Hoodie,Clothing,26,Tennessee,L,Teal,Summer,5.0,No,Standard,Yes,Yes,44,PayPal,Annually
2941,25,Male,Sweater,Clothing,27,Mississippi,XL,Black,Winter,5.0,No,2-Day Shipping,Yes,Yes,38,PayPal,Annually
281,70,Male,Backpack,Accessories,42,Florida,XL,Beige,Winter,5.0,No,Free Shipping,No,No,48,Gift Card,Annually
3051,25,Male,Jeans,Clothing,55,Maryland,XL,Gold,Summer,5.0,Yes,Store Pickup,Yes,Yes,27,Credit Card,Monthly
2970,41,Female,Scarf,Accessories,80,New Mexico,S,Green,Winter,4.0,No,Express,Yes,Yes,14,PayPal,Bi-Weekly
2040,18,Female,Skirt,Clothing,27,Montana,L,Gray,Fall,3.0,No,Free Shipping,Yes,Yes,40,Credit Card,Monthly
3522,41,Female,Belt,Accessories,47,Alabama,XL,Indigo,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Annually
328,66,Male,Blouse,Clothing,90,New Hampshire,S,Gray,Fall,4.0,No,Free Shipping,Yes,Yes,11,Credit Card,Bi-Weekly
1536,67,Male,Sandals,Footwear,63,New Mexico,M,Indigo,Summer,1.0,No,Standard,Yes,Yes,44,PayPal,Weekly
1375,55,Male,Dress,Clothing,93,Arkansas,L,Gold,Spring,4.0,No,Next Day Air,Yes,Yes,40,PayPal,Monthly
923,58,Male,Hat,Accessories,28,New Jersey,S,Purple,Winter,5.0,No,Express,No,No,19,Debit Card,Annually
1236,21,Male,Handbag,Accessories,88,New York,XL,Lavender,Summer,5.0,No,Standard,Yes,Yes,19,Credit Card,Weekly
1746,58,Female,Belt,Accessories,43,Missouri,L,Green,Spring,4.0,No,Free Shipping,Yes,Yes,48,Credit Card,Monthly
2692,35,Male,Sunglasses,Accessories,66,Rhode Island,L,Cyan,Winter,4.0,Yes,Free Shipping,Yes,Yes,14,PayPal,Monthly
727,38,Female,Blouse,Clothing,36,Wyoming,S,Lavender,Spring,4.0,No,Express,Yes,Yes,49,Debit Card,Monthly
1710,46,Female,Shirt,Clothing,57,Minnesota,L,Green,Spring,5.0,Yes,Express,Yes,Yes,17,Credit Card,Monthly
832,47,Female,Coat,Outerwear,74,Utah,L,Violet,Fall,5.0,Yes,Standard,Yes,Yes,41,Credit Card,Monthly
2587,41,Male,Pants,Clothing,75,Maine,XL,Purple,Winter,5.0,No,Free Shipping,Yes,Yes,18,PayPal,Weekly
47,27,Male,Shorts,Clothing,54,North Dakota,L,Indigo,Spring,2.0,No,2-Day Shipping,Yes,Yes,40,Credit Card,Weekly
1176,35,Male,Jacket,Outerwear,63,Texas,S,Gold,Spring,3.0,No,Store Pickup,Yes,Yes,38,PayPal,Monthly
1270,34,Male,Sandals,Footwear,49,New Mexico,L,Peach,Summer,3.0,Yes,Free Shipping,No,No,48,Credit Card,Monthly
2769,44,Female,Coat,Outerwear,68,Alabama,S,Indigo,Fall,2.0,No,Express,Yes,Yes,19,Credit Card,Monthly
665,52,Male,Coat,Outerwear,80,Nevada,S,Green,Winter,5.0,No,Standard,Yes,Yes,44,Gift Card,Monthly
1327,63,Male,Shirt,Clothing,53,Virginia,XL,Gray,Summer,4.0,No,Free Shipping,Yes,Yes,24,Credit Card,Monthly
1069,36,Female,Hat,Accessories,63,Oregon,XL,White,Winter,2.0,No,Express,Yes,Yes,33,Debit Card,Monthly
2579,26,Male,Handbag,Accessories,63,Connecticut,S,Black,Spring,5.0,No,Express,Yes,Yes,22,Credit Card,Annually
226,29,Male,Socks,Clothing,93,Tennessee,L,Orange,Winter,5.0,No,Express,Yes,Yes,38,Credit Card,Monthly
2689,45,Female,Scarf,Accessories,56,Arizona,M,Indigo,Spring,2.0,No,Free Shipping,No,No,50,Apple Pay,Bi-Weekly
1582,42,Male,Sweater,Clothing,59,Arizona,M,Black,Winter,5.0,No,Express,No,No,46,Debit Card,Weekly
192,38,Male,Shorts,Clothing,92,Delaware,M,Indigo,Winter,3.0,No,Standard,Yes,Yes,33,Gift Card,Weekly
2163,69,Female,Jewelry,Accessories,46,West Virginia,M,Silver,Fall,5.0,Yes,2-Day Shipping,No,No,12,PayPal,Monthly
2483,49,Male,Dress,Clothing,85,South Carolina,M,Cyan,Winter,5.0,No,Free Shipping,Yes,Yes,12,Debit Card,Monthly
1841,50,Male,Sandals,Footwear,46,Wyoming,M,Blue,Fall,1.0,No,Express,No,No,38,Credit Card,Bi-Weekly
2046,45,Male,Gloves,Accessories,82,Missouri,L,Pink,Summer,5.0,No,Standard,Yes,Yes,14,Debit Card,Weekly
2497,37,Female,Shirt,Clothing,88,New Hampshire,M,Peach,Summer,4.0,Yes,Free Shipping,No,No,49,Credit Card,Weekly
1687,66,Male,Gloves,Accessories,67,Connecticut,S,White,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,8,Debit Card,Bi-Weekly
876,23,Male,Backpack,Accessories,62,California,L,Yellow,Summer,4.0,No,Express,Yes,Yes,37,Credit Card,Annually
1192,69,Female,Shirt,Clothing,51,Mississippi,L,White,Winter,5.0,Yes,Standard,No,No,5,Gift Card,Annually
1907,30,Female,Gloves,Accessories,67,South Dakota,XL,Brown,Summer,5.0,Yes,Standard,Yes,Yes,7,Debit Card,Monthly
1000,23,Male,Hat,Accessories,37,Vermont,S,Cyan,Winter,4.0,Yes,Free Shipping,Yes,Yes,29,Credit Card,Monthly
3372,24,Male,Blouse,Clothing,25,Maine,M,Olive,Summer,3.0,No,Express,No,No,37,Credit Card,Monthly
2262,44,Male,Coat,Outerwear,25,Idaho,S,Lavender,Winter,2.0,Yes,Express,No,No,16,Credit Card,Monthly
3731,37,Male,T-shirt,Clothing,45,California,XL,Brown,Winter,5.0,No,Standard,Yes,Yes,10,Debit Card,Annually
3840,66,Female,Jacket,Outerwear,94,Nevada,S,Pink,Winter,4.0,Yes,2-Day Shipping,No,No,41,Apple Pay,Monthly
2569,55,Female,Sandals,Footwear,62,Indiana,L,Green,Spring,4.0,No,Standard,Yes,Yes,8,Credit Card,Monthly
2851,28,Male,Sunglasses,Accessories,55,Kentucky,S,Beige,Summer,5.0,Yes,Free Shipping,Yes,Yes,18,Credit Card,Annually
2473,60,Male,Pants,Clothing,83,Minnesota,XL,Red,Spring,4.0,No,Standard,Yes,Yes,45,Credit Card,Weekly
847,46,Male,T-shirt,Clothing,36,California,M,Green,Summer,4.0,No,Next Day Air,Yes,Yes,35,Credit Card,Monthly
1307,49,Male,Scarf,Accessories,65,Nevada,S,Teal,Spring,4.0,No,Express,Yes,Yes,26,Credit Card,Monthly
663,45,Male,Jewelry,Accessories,35,Florida,M,Green,Spring,3.0,No,Express,Yes,Yes,34,Credit Card,Monthly
1539,52,Female,Sandals,Footwear,83,Georgia,M,Violet,Winter,5.0,No,Standard,Yes,Yes,26,Credit Card,Annually
1274,53,Male,Sunglasses,Accessories,68,Kansas,XL,Yellow,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,23,Debit Card,Monthly
3714,69,Female,Gloves,Accessories,98,Florida,L,Lavender,Fall,5.0,Yes,Next Day Air,Yes,Yes,22,Debit Card,Monthly
557,19,Male,Gloves,Accessories,71,Connecticut,S,Blue,Winter,5.0,Yes,Free Shipping,Yes,Yes,23,Credit Card,Bi-Weekly
82,70,Male,Belt,Accessories,80,New Mexico,L,Silver,Winter,2.0,No,2-Day Shipping,Yes,Yes,35,Debit Card,Monthly
3899,25,Male,Boots,Footwear,22,Illinois,XL,Lavender,Summer,3.0,No,Free Shipping,No,No,35,Gift Card,Monthly
2733,61,Male,Socks,Clothing,72,Utah,M,Indigo,Winter,5.0,Yes,2-Day Shipping,Yes,Yes,23,Debit Card,Monthly
961,24,Male,Belt,Accessories,52,Colorado,L,Charcoal,Spring,5.0,No,Free Shipping,Yes,Yes,23,Debit Card,Monthly
2966,67,Female,Jewelry,Accessories,99,Delaware,XL,Indigo,Spring,3.0,No,2-Day Shipping,Yes,Yes,44,Debit Card,Monthly
1397,33,Female,Jacket,Outerwear,95,Wyoming,M,Yellow,Winter,1.0,Yes,2-Day Shipping,Yes,Yes,2,Debit Card,Monthly
2831,49,Male,Jeans,Clothing,20,Iowa,M,Lavender,Summer,4.0,No,Express,No,No,45,PayPal,Monthly
3616,57,Male,Blouse,Clothing,87,Montana,S,Beige,Winter,4.0,Yes,Express,Yes,Yes,15,Credit Card,Weekly
1587,57,Male,Sunglasses,Accessories,25,Kentucky,XL,Beige,Summer,4.0,Yes,Standard,Yes,Yes,3,PayPal,Monthly
1293,25,Male,Blouse,Clothing,54,Pennsylvania,M,Gold,Winter,3.0,No,Standard,Yes,Yes,41,Debit Card,Monthly
1445,40,Male,Sunglasses,Accessories,86,Connecticut,S,Silver,Winter,5.0,No,Express,No,No,45,Debit Card,Monthly
1163,58,Female,Jeans,Clothing,91,Ohio,M,Black,Fall,4.0,No,Standard,Yes,Yes,5,Debit Card,Annually
3323,63,Female,Handbag,Accessories,43,New Jersey,L,Pink,Fall,4.0,No,Express,Yes,Yes,31,Credit Card,Annually
1482,66,Female,Sandals,Footwear,30,Rhode Island,XL,Brown,Summer,5.0,Yes,Standard,Yes,Yes,14,Credit Card,Monthly
1339,49,Female,Shirt,Clothing,87,California,M,Silver,Spring,4.0,No,Standard,Yes,Yes,35,Debit Card,Weekly
1057,66,Female,Sneakers,Footwear,27,Wyoming,XL,Olive,Fall,5.0,Yes,Free Shipping,Yes,Yes,25,Credit Card,Monthly
1249,27,Female,Belt,Accessories,69,Connecticut,XL,Indigo,Winter,4.0,Yes,Express,Yes,Yes,27,Credit Card,Annually
3275,32,Male,Jeans,Clothing,92,Maryland,L,Yellow,Fall,3.0,No,Store Pickup,Yes,Yes,20,PayPal,Monthly
2373,27,Female,Boots,Footwear,99,Louisiana,L,Black,Summer,3.0,No,Express,Yes,Yes,1,Credit Card,Monthly
1679,27,Male,Jeans,Clothing,59,Montana,M,Gray,Winter,5.0,No,2-Day Shipping,Yes,Yes,2,Gift Card,Weekly
201,40,Male,Sneakers,Footwear,80,Nevada,M,Green,Summer,5.0,No,Free Shipping,Yes,Yes,1,Credit Card,Monthly
2706,33,Female,Belt,Accessories,53,South Dakota,S,Maroon,Summer,1.0,No,Store Pickup,Yes,Yes,31,Credit Card,Monthly
3621,23,Male,Handbag,Accessories,31,Mississippi,S,Cyan,Winter,5.0,No,2-Day Shipping,No,No,13,Debit Card,Bi-Weekly
2549,66,Female,Skirt,Clothing,94,Wyoming,S,Olive,Summer,5.0,No,2-Day Shipping,Yes,Yes,24,Debit Card,Annually
1209,22,Female,Coat,Outerwear,24,Rhode Island,S,Cyan,Summer,4.0,No,Store Pickup,No,No,40,Debit Card,Monthly
548,67,Female,Blouse,Clothing,51,North Carolina,S,Indigo,Summer,4.0,No,Free Shipping,Yes,Yes,44,PayPal,Monthly
376,45,Female,Hat,Accessories,61,Maryland,L,Gray,Spring,5.0,No,Express,Yes,Yes,22,PayPal,Monthly
3482,26,Male,Jacket,Outerwear,87,Georgia,L,Beige,Spring,2.0,No,Express,No,No,4,Credit Card,Weekly
59,49,Female,Jacket,Outerwear,47,Delaware,M,Blue,Spring,5.0,No,Standard,Yes,Yes,33,PayPal,Monthly
2447,55,Female,Scarf,Accessories,30,Kansas,XL,Maroon,Summer,4.0,Yes,Next Day Air,Yes,Yes,18,Debit Card,Monthly
2950,46,Male,Backpack,Accessories,88,Texas,L,Yellow,Spring,3.0,No,Standard,Yes,Yes,15,Credit Card,Monthly
1917,41,Male,Shorts,Clothing,27,Washington,XL,Teal,Winter,5.0,Yes,Express,Yes,Yes,9,Credit Card,Monthly
1247,64,Female,Scarf,Accessories,98,Vermont,XL,Maroon,Fall,5.0,No,Free Shipping,Yes,Yes,1,Credit Card,Monthly
3592,24,Female,Sandals,Footwear,22,Colorado,S,Blue,Summer,4.0,No,Free Shipping,Yes,Yes,27,Debit Card,Weekly
147,35,Male,Coat,Outerwear,89,Massachusetts,S,Beige,Fall,5.0,No,Express,Yes,Yes,29,Gift Card,Monthly
99,23,Female,Hoodie,Clothing,53,Pennsylvania,L,Maroon,Summer,4.0,No,Express,Yes,Yes,7,Credit Card,Weekly
3211,41,Male,Scarf,Accessories,38,Alabama,L,Orange,Summer,4.0,Yes,Free Shipping,No,No,6,Credit Card,Annually
2683,44,Female,Blouse,Clothing,95,Washington,M,Gray,Spring,5.0,Yes,2-Day Shipping,Yes,Yes,8,Debit Card,Monthly
227,58,Female,Coat,Outerwear,55,Michigan,M,Yellow,Summer,3.0,No,Store Pickup,No,No,2,Debit Card,Annually
762,21,Male,Backpack,Accessories,38,Virginia,L,Blue,Summer,5.0,No,Standard,No,No,40,Credit Card,Monthly
663,32,Male,T-shirt,Clothing,65,Oklahoma,XL,Blue,Spring,5.0,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly
3579,39,Female,Jewelry,Accessories,78,Oregon,XL,Purple,Fall,5.0,No,2-Day Shipping,No,No,46,Credit Card,Weekly
543,52,Male,Coat,Outerwear,97,Alaska,XL,Peach,Winter,5.0,No,2-Day Shipping,Yes,Yes,21,Apple Pay,Weekly
3444,62,Male,Hat,Accessories,75,Missouri,S,Brown,Winter,4.0,No,Free Shipping,Yes,Yes,20,Gift Card,Monthly
3135,40,Female,Skirt,Clothing,95,California,M,Peach,Spring,4.0,No,Free Shipping,Yes,Yes,46,Credit Card,Annually
1533,46,Male,Backpack,Accessories,87,Vermont,S,Olive,Summer,4.0,No,2-Day Shipping,Yes,Yes,23,Credit Card,Monthly
1027,67,Male,Shoes,Footwear,59,Arkansas,S,Silver,Summer,5.0,No,Standard,Yes,Yes,14,Credit Card,Monthly
1553,70,Male,Belt,Accessories,73,Utah,L,Charcoal,Fall,5.0,No,Express,Yes,Yes,18,Credit Card,Monthly
2027,32,Female,Socks,Clothing,45,Oregon,XL,Black,Winter,5.0,No,Next Day Air,Yes,Yes,47,Debit Card,Bi-Weekly
30,30,Male,Belt,Accessories,47,Montana,XL,Yellow,Spring,4.0,No,Standard,Yes,Yes,22,PayPal,Weekly
596,32,Female,Belt,Accessories,32,Oklahoma,S,Purple,Summer,4.0,No,Express,Yes,Yes,23,Credit Card,Weekly
984,23,Male,Sandals,Footwear,80,Missouri,L,Charcoal,Winter,5.0,No,Standard,No,No,18,Apple Pay,Monthly
2537,55,Male,Gloves,Accessories,42,North Dakota,M,Teal,Winter,2.0,Yes,Express,No,No,42,Credit Card,Bi-Weekly
2505,52,Female,Handbag,Accessories,64,Arizona,XL,Maroon,Winter,4.0,No,Free Shipping,Yes,Yes,11,Debit Card,Monthly
1914,38,Female,Backpack,Accessories,72,Illinois,S,Green,Fall,2.0,No,Free Shipping,Yes,Yes,43,Credit Card,Bi-Weekly
1995,55,Male,Shorts,Clothing,87,West Virginia,M,Gray,Winter,2.0,No,Standard,Yes,Yes,40,Credit Card,Monthly
2574,49,Female,Shorts,Clothing,57,Delaware,M,Peach,Winter,4.0,No,Free Shipping,No,No,37,Debit Card,Bi-Weekly
1775,42,Female,Handbag,Accessories,70,Missouri,M,Gold,Fall,5.0,No,Free Shipping,Yes,Yes,50,PayPal,Monthly
999,66,Female,T-shirt,Clothing,46,Kansas,L,Teal,Spring,4.0,No,Express,Yes,Yes,10,Debit Card,Monthly
2014,53,Male,Sunglasses,Accessories,94,Utah,L,Violet,Winter,4.0,No,Express,Yes,Yes,49,Credit Card,Weekly
827,40,Male,Pants,Clothing,40,Alabama,L,Turquoise,Spring,2.0,Yes,Free Shipping,Yes,Yes,2,Gift Card,Weekly
1751,20,Male,Backpack,Accessories,35,Michigan,XL,Brown,Winter,1.0,Yes,Standard,No,No,34,Debit Card,Monthly
904,47,Female,Handbag,Accessories,94,Illinois,XL,Maroon,Winter,4.0,No,Express,Yes,Yes,15,PayPal,Annually
1510,69,Male,Shorts,Clothing,35,Michigan,XL,Maroon,Summer,5.0,No,Free Shipping,Yes,Yes,3,Credit Card,Monthly
2139,69,Female,Skirt,Clothing,60,Virginia,XL,Lavender,Fall,3.0,Yes,Free Shipping,Yes,Yes,2,Apple Pay,Weekly
443,56,Male,Jewelry,Accessories,87,New Mexico,L,Peach,Winter,4.0,No,Express,Yes,Yes,40,PayPal,Annually
3368,41,Female,Sunglasses,Accessories,67,Iowa,L,Olive,Spring,3.0,No,Free Shipping,Yes,Yes,40,Debit Card,Annually
2153,54,Female,Sandals,Footwear,66,Arizona,S,Yellow,Winter,4.0,Yes,Express,Yes,Yes,46,PayPal,Monthly
2282,45,Female,Handbag,Accessories,55,Kentucky,XL,Cyan,Summer,3.0,Yes,Free Shipping,Yes,Yes,27,Gift Card,Monthly
3097,34,Male,Sunglasses,Accessories,98,Arizona,S,Black,Fall,3.0,Yes,Free Shipping,No,No,12,Credit Card,Bi-Weekly
3270,36,Male,Shoes,Footwear,95,Missouri,M,Yellow,Fall,5.0,No,Free Shipping,Yes,Yes,3,Gift Card,Monthly
3555,58,Male,Jewelry,Accessories,34,Kentucky,XL,Yellow,Summer,1.0,Yes,Store Pickup,Yes,Yes,49,Debit Card,Annually
